image_id,Text,close_up,Indoors,Outdoors
10158442717691970.jpg,False,False,False,False
10158444207728798.jpg,False,False,False,False
10158444538507556.jpg,True,False,False,False
10158446481058798.jpg,True,False,False,False
10158447028277556.jpg,False,False,False,False
10158450178796970.jpg,False,False,False,False
10158450656897556.jpg,False,False,False,Outdoors
10158452450847556.jpg,True,False,False,False
10158452908397556.jpg,True,False,False,False
10158453008996970.jpg,False,False,False,False
10158455585637556.jpg,True,False,False,False
10158457151496970.jpg,False,False,False,False
10158457590563798.jpg,False,False,False,False
10158458810862556.jpg,False,False,Indoors,False
10158459309176970.jpg,False,False,False,False
10158459452328798.jpg,False,False,False,False
10158460029206970.jpg,False,False,False,False
10158461196957556.jpg,False,False,Indoors,False
10158463312747556.jpg,False,False,False,Outdoors
10158464962396970.jpg,True,False,False,False
10158465844751970.jpg,False,False,False,False
10158470612946970.jpg,False,False,False,False
10158471326332556.jpg,True,False,False,False
10158471754177556.jpg,True,False,False,False
10158472740146970.jpg,False,False,False,False
10158474465372556.jpg,True,False,False,False
10158475914553798.jpg,False,False,False,False
10158477307157556.jpg,False,False,False,False
10158477962263798.jpg,False,False,False,False
1015847942849255.jpg,False,False,False,False
10158481469141597.jpg,True,False,False,False
10158482046027556.jpg,False,False,False,False
10158482132236597.jpg,True,False,False,False
10158484406756597.jpg,False,False,False,False
10158484785411597.jpg,False,False,False,False
10158485060866970.jpg,False,False,False,False
10158485376282556.jpg,False,False,False,False
10158487920082556.jpg,False,False,False,False
10158488299343798.jpg,False,False,False,False
1015848922495659.jpg,False,False,False,False
10158489703732556.jpg,True,False,False,False
10158490186312556.jpg,True,False,False,False
10158492104326970.jpg,False,False,False,False
10158492746717556.jpg,False,False,Indoors,False
10158493763933798.jpg,False,False,False,False
10158496354197556.jpg,False,False,False,False
10158496515498798.jpg,False,False,False,Outdoors
10158496588561970.jpg,False,False,False,False
10158496832899002.jpg,True,False,False,False
10158497581926597.jpg,False,False,False,False
10158498060973798.jpg,False,False,False,Outdoors
10158498377009002.jpg,False,False,False,False
10158498504567556.jpg,False,False,False,False
10158499608384002.jpg,False,False,Indoors,False
10158500725966597.jpg,False,False,False,False
10158500973622556.jpg,False,False,False,False
10158501023519002.jpg,False,False,False,False
10158501354694002.jpg,True,False,False,False
10158501946903798.jpg,False,False,False,False
10158502964119002.jpg,False,False,False,False
10158502982431597.jpg,False,False,False,False
10158503193529002.jpg,False,False,False,False
10158503285197556.jpg,False,False,False,False
10158504182926970.jpg,True,False,False,False
10158504606809002.jpg,True,False,False,False
10158505279959002.jpg,False,False,False,False
10158505293104002.jpg,False,False,False,False
10158505314159002.jpg,False,False,False,False
10158505330964002.jpg,False,False,False,False
10158505339974002.jpg,False,False,False,False
10158505352089002.jpg,False,False,False,False
10158505368214002.jpg,False,False,False,False
10158505854076597.jpg,True,False,False,False
10158506319722556.jpg,False,False,False,False
10158507606064002.jpg,False,False,False,False
10158507926452556.jpg,True,False,False,False
10158508364492556.jpg,True,False,False,False
10158510064221597.jpg,True,False,False,False
10158510413943798.jpg,True,False,False,False
10158510752872556.jpg,True,False,False,False
10158510983628798.jpg,True,False,False,False
10158511243621970.jpg,False,False,False,False
10158511438263798.jpg,False,False,False,False
10158513352778798.jpg,False,False,False,False
10158514956829002.jpg,True,False,False,False
10158515164371970.jpg,False,False,False,False
10158515394292556.jpg,False,False,False,False
10158515475946597.jpg,False,False,False,False
10158515732993798.jpg,False,False,False,Outdoors
10158515786043798.jpg,False,False,False,False
10158516324819002.jpg,False,False,False,False
10158517145711597.jpg,False,False,False,False
10158518094948798.jpg,True,False,False,False
10158518109039002.jpg,False,False,False,False
10158518118363798.jpg,True,False,False,False
10158519471056970.jpg,False,False,False,False
10158519881652556.jpg,False,False,False,False
10158520292306597.jpg,False,False,False,False
10158520503179002.jpg,False,False,False,False
10158520686033798.jpg,False,False,False,False
10158522262164002.jpg,False,False,False,False
10158523514348798.jpg,False,False,False,Outdoors
10158523744416597.jpg,False,False,False,False
10158524461857556.jpg,True,False,False,False
10158524767769002.jpg,True,False,False,False
10158524827852556.jpg,True,False,False,False
10158526260873798.png,True,False,False,False
10158526524116597.jpg,False,False,False,False
10158527281047556.jpg,True,False,False,False
10158527383351970.jpg,False,False,False,False
10158528664444002.jpg,False,False,False,False
10158529801853798.jpg,False,False,False,False
10158530187751970.jpg,True,False,False,False
10158530198602556.jpg,False,False,False,False
10158530664704002.jpg,False,False,False,False
10158531681739002.jpg,False,False,False,False
10158531914627556.jpg,False,False,False,Outdoors
10158532307303798.jpg,True,False,False,False
10158533758557556.jpg,False,False,False,Outdoors
10158534091738798.jpg,False,False,False,False
10158534151753798.jpg,False,False,False,False
10158534622456597.jpg,False,False,False,False
10158534873886597.jpg,True,False,False,False
10158535897102556.jpg,False,False,False,Outdoors
10158536736888798.jpg,False,False,False,False
10158538773732556.jpg,False,False,False,False
10158539491883798.jpg,True,False,False,False
10158539520429002.png,True,False,False,False
10158539993204002.jpg,True,False,False,False
10158540252682556.jpg,False,False,False,False
10158540343236970.jpg,False,False,False,False
10158540613517556.jpg,False,False,False,False
10158541754764002.jpg,False,False,False,False
10158543500004002.jpg,False,False,False,False
10158544304453798.jpg,False,False,False,Outdoors
10158544769424002.jpg,False,False,False,False
10158545033151970.jpg,False,False,False,False
10158545516002556.jpg,False,False,False,Outdoors
10158546349349002.jpg,False,False,False,False
10158547093606970.jpg,False,False,False,False
10158547237689002.jpg,False,False,False,False
10158547516228798.jpg,False,False,False,False
10158547832511970.jpg,False,False,False,False
10158548256494002.jpg,False,True,False,False
10158548298182556.jpg,False,False,False,False
10158549184963798.jpg,False,False,False,False
10158549724628798.jpg,True,False,False,False
10158550044544002.jpg,False,False,False,False
10158550534877556.jpg,True,False,False,False
10158551684998798.jpg,False,False,False,Outdoors
10158551804588798.jpg,False,False,False,False
10158552083954002.jpg,False,False,False,False
10158552086418798.jpg,False,False,False,False
10158552486264002.jpg,False,False,False,False
10158553021404002.jpg,False,False,False,False
10158553367981597.jpg,False,False,Indoors,False
10158554522411597.jpg,True,False,False,False
10158554573918798.jpg,False,False,False,False
10158555282687556.jpg,False,False,False,False
10158555460474002.png,True,False,False,False
10158555838254002.png,True,False,False,False
10158556124432556.jpg,False,False,False,False
10158556487729002.jpg,False,False,False,False
10158556515998798.jpg,True,False,False,False
10158557026071970.jpg,False,False,False,False
10158557661459002.jpg,False,False,False,False
10158558150027556.jpg,False,False,False,False
10158558305157556.jpg,True,False,False,False
10158558551032556.jpg,False,False,False,False
10158558704544002.jpg,False,False,False,Outdoors
10158558835491597.jpg,False,False,False,False
10158560355959002.jpg,True,False,False,False
10158560715097556.jpg,False,False,False,False
10158560984992556.jpg,False,False,False,Outdoors
10158561346516970.jpg,False,False,False,False
10158562099014002.jpg,False,False,False,False
10158562620919002.jpg,False,False,False,False
10158563317529002.jpg,False,False,False,False
10158563937712556.jpg,False,False,False,False
10158564089138798.jpg,False,False,False,False
10158564643214002.jpg,False,False,False,False
10158565040739002.jpg,False,False,False,False
10158565533884002.jpg,False,False,False,False
10158565806068798.jpg,False,False,Indoors,False
10158565859392556.jpg,False,False,Indoors,False
10158566218748798.jpg,True,False,False,False
10158566351026597.jpg,False,False,False,False
10158566366959002.jpg,False,False,False,False
10158567922237556.jpg,False,False,False,False
10158568045373798.jpg,False,False,False,False
10158568197253798.jpg,False,False,False,False
10158569109804002.jpg,False,False,False,False
10158569940974002.jpg,False,False,False,False
10158570085937556.jpg,False,False,False,False
10158570140836597.jpg,False,False,False,False
10158570469782556.jpg,False,False,False,False
10158571228464002.jpg,False,False,False,False
10158571659799002.jpg,False,False,False,False
10158571865646597.jpg,True,False,False,False
10158572722471597.jpg,False,False,False,False
10158572817606970.jpg,False,False,False,False
10158572887276970.jpg,False,False,False,False
10158572897873798.jpg,True,False,False,False
10158573350734002.jpg,True,False,False,False
10158573378017556.jpg,False,False,False,False
10158573921409002.jpg,False,False,False,False
10158574211101597.jpg,False,False,False,False
10158575176702556.jpg,True,False,False,Outdoors
10158575182474002.jpg,False,False,False,False
10158575554997556.jpg,True,False,False,False
10158576422959002.jpg,False,False,False,False
10158577310099002.jpg,False,False,Indoors,False
10158577546696970.jpg,False,False,False,False
10158577857234002.jpg,False,False,False,False
10158578073572556.jpg,True,False,False,False
10158578359974002.jpg,False,False,False,False
10158578675873798.jpg,True,False,False,False
10158578963776597.jpg,False,False,False,False
10158578996079002.jpg,False,False,False,False
10158580042032556.jpg,False,False,False,False
10158580086999002.jpg,True,False,False,False
10158580428606970.jpg,False,False,False,False
10158581605549002.jpg,False,False,False,False
10158581606376597.jpg,False,False,False,False
10158581792843798.jpg,False,False,False,False
10158581978229002.jpg,False,False,False,False
10158582465449002.jpg,False,False,False,False
10158582649142556.jpg,True,False,False,False
10158582664291970.jpg,False,False,False,False
10158583528619002.jpg,False,False,False,False
10158583562739002.jpg,False,False,False,False
10158583821138798.jpg,True,False,False,False
10158584878289002.jpg,False,False,False,False
10158584997626970.jpg,False,False,False,False
10158585185942556.jpg,False,False,False,False
10158585324934002.jpg,False,False,False,False
10158586688529002.jpg,False,False,False,Outdoors
10158587054801597.jpg,False,False,False,False
10158587141064002.jpg,False,False,False,False
10158587284266970.jpg,False,False,False,False
10158589227261970.jpg,False,False,False,False
10158589542016597.jpg,False,False,Indoors,False
10158589994718798.jpg,False,False,False,False
10158590209887556.jpg,True,False,False,False
10158590584937556.jpg,True,False,False,False
10158591620439002.jpg,False,False,False,False
10158592509342556.jpg,True,False,False,False
10158592796954002.jpg,False,False,False,False
10158592860122556.jpg,True,False,False,False
10158593108529002.jpg,False,False,False,False
10158595041579002.jpg,False,False,False,False
10158595850307556.jpg,True,True,False,False
10158596500449002.jpg,False,False,False,False
10158597399092556.png,False,True,False,False
10158597990283798.jpg,False,False,Indoors,False
10158597999769002.jpg,False,False,False,False
10158598152513798.jpg,False,False,False,False
10158599295204002.jpg,False,False,False,False
10158599723844002.jpg,False,False,False,False
10158600008537556.jpg,False,False,False,False
10158600729369002.jpg,False,False,False,False
10158601273946597.jpg,False,False,False,False
10158601730859002.jpg,False,False,False,False
10158602355417556.jpg,False,False,False,Outdoors
10158602465368798.jpg,False,False,False,False
10158602504953798.jpg,False,False,False,Outdoors
10158603297361597.jpg,True,False,False,False
10158604191429002.jpg,False,False,False,False
10158604495872556.jpg,False,False,Indoors,False
10158605519989002.jpg,False,False,False,False
10158605804608798.png,True,False,False,Outdoors
1015860616025900.jpg,False,False,False,False
10158606317411597.jpg,False,False,False,False
10158608060467556.jpg,False,False,False,False
10158608067072556.jpg,False,False,False,False
10158608072472556.jpg,False,True,False,False
10158608075417556.jpg,False,False,False,False
10158608082357556.jpg,False,False,False,False
10158608106262556.jpg,False,False,False,False
10158608108007556.jpg,False,False,Indoors,False
10158608110437556.jpg,False,False,False,False
10158608113537556.jpg,False,False,False,False
10158608125412556.jpg,True,False,False,False
10158610090254002.jpg,False,False,False,False
10158610260271597.jpg,False,False,False,False
10158610396817556.jpg,False,False,False,False
10158610649979002.jpg,False,False,False,False
10158611223094002.jpg,False,False,False,False
10158611837617556.jpg,True,False,False,False
10158612093974002.jpg,False,False,False,False
10158612143706597.jpg,False,False,False,False
10158612520716970.jpg,False,False,False,False
10158612551556597.jpg,False,False,False,False
10158613678448798.jpg,True,True,Indoors,False
10158614887252556.jpg,False,False,False,False
10158615128369002.jpg,False,False,False,False
10158615495324002.jpg,False,False,False,False
10158616571683798.jpg,False,False,False,False
10158616603742556.jpg,True,False,False,False
10158616797704002.png,True,False,False,False
10158617173301597.jpg,True,False,False,False
10158617609413798.png,True,False,False,False
10158618025134002.jpg,False,False,False,False
10158618288978798.jpg,False,False,False,False
10158618847338798.jpg,False,False,False,False
10158619194319002.jpg,False,False,False,False
10158620501713798.jpg,False,False,False,False
10158621020612556.jpg,False,False,False,False
10158621997466970.jpg,False,False,False,False
10158622143624002.jpg,False,False,False,False
10158622581999002.jpg,False,False,False,False
10158622718038798.jpg,False,False,False,Outdoors
10158623039164002.jpg,False,False,False,False
10158623744497556.jpg,False,False,False,False
10158623805544002.jpg,False,False,False,False
10158624878608798.jpg,False,False,False,Outdoors
10158624987038798.jpg,False,False,False,False
10158625125364002.jpg,False,False,False,False
10158625235543798.jpg,False,False,False,False
10158625452767556.jpg,True,False,False,False
10158625500889002.jpg,False,False,False,Outdoors
10158625773552556.jpg,True,False,False,False
10158626747641970.jpg,False,False,False,False
10158626912354002.jpg,False,False,False,False
10158627204708798.jpg,False,False,False,False
10158628133097556.jpg,False,False,False,Outdoors
10158628560444002.jpg,False,False,False,False
10158628835391970.jpg,False,False,False,False
10158628981309002.jpg,False,False,False,False
10158630198234002.jpg,True,False,False,False
10158630462081597.jpg,False,False,False,False
10158630552804002.jpg,False,False,Indoors,False
10158631441217556.jpg,False,False,False,False
10158631744124002.jpg,False,False,False,False
10158632202608798.jpg,False,False,False,Outdoors
10158632964892556.jpg,False,False,False,False
10158633492219002.jpg,True,False,False,False
10158633680043798.jpg,False,False,False,False
10158633771369002.jpg,False,False,False,False
10158634662744002.jpg,False,False,False,Outdoors
10158635032734002.jpg,False,False,False,False
10158635291182556.jpg,False,False,False,False
10158635972088798.jpg,False,False,False,False
10158636329434002.jpg,False,False,False,False
10158636698299002.jpg,False,False,False,Outdoors
10158636935821597.jpg,False,False,False,False
10158637292097556.jpg,False,False,False,False
10158637752804002.png,False,False,False,False
10158637806311597.jpg,False,False,False,False
10158638659036970.jpg,False,False,False,False
10158638703876970.jpg,False,False,False,False
10158639273899002.jpg,False,False,False,False
10158640552506597.jpg,False,False,False,False
10158640560484002.jpg,False,True,False,False
10158640671678798.jpg,False,False,False,False
10158640678536970.jpg,False,False,False,False
10158641779784002.jpg,False,False,False,False
10158641938827556.jpg,True,False,False,False
10158643329344002.jpg,False,False,False,Outdoors
10158644418827556.jpg,False,False,False,False
10158644512996970.jpg,True,False,False,False
10158645191909002.jpg,False,False,False,False
10158645369713798.jpg,False,False,False,False
10158646455199002.jpg,False,False,False,False
10158646829089002.jpg,False,False,False,False
10158646873684002.jpg,False,False,Indoors,False
10158647039034002.jpg,False,False,False,Outdoors
10158647193169002.jpg,False,False,False,False
10158647297499002.jpg,False,False,False,False
10158647393822556.jpg,False,False,False,False
10158647695583798.jpg,False,False,False,False
10158648001534002.jpg,False,False,False,False
10158648370336597.jpg,False,False,False,False
10158649222427556.jpg,False,False,False,False
10158650127063798.jpg,False,False,False,False
10158650752041597.jpg,False,False,False,False
10158650771734002.jpg,False,False,False,False
10158651648381970.jpg,True,False,False,False
10158651697692556.jpg,False,False,False,False
10158651899643798.jpg,False,False,False,False
10158652232186970.jpg,False,False,False,False
10158652369664002.jpg,False,False,False,False
10158652807476597.jpg,True,False,False,False
10158653805339002.jpg,False,False,False,False
10158653934607556.jpg,False,False,False,False
10158654232453798.jpg,False,False,False,False
10158654629634002.jpg,False,False,False,False
10158655369099002.jpg,False,False,False,False
10158655412991970.jpg,False,False,False,False
10158656021644002.jpg,True,False,False,False
10158656336874002.jpg,False,False,False,False
10158656505202556.jpg,False,False,False,False
10158656514568798.jpg,False,False,False,False
10158657330899002.jpg,False,False,False,Outdoors
10158657404311597.jpg,False,False,False,False
10158658342667556.jpg,False,False,False,False
10158659059883798.jpg,False,False,False,False
10158659329019002.jpg,False,False,Indoors,False
10158659845989002.jpg,False,False,False,False
10158659926311597.jpg,False,False,False,False
10158660420587556.jpg,False,False,False,False
10158660550826970.jpg,False,False,False,False
10158660989779002.jpg,True,False,False,False
10158661010101597.jpg,False,False,False,False
10158662157833798.jpg,False,False,False,False
10158662609559002.jpg,False,False,False,False
10158663110202556.jpg,False,False,False,False
10158663547306597.jpg,False,False,False,False
10158664111409002.jpg,False,False,False,False
10158664344627556.jpg,False,False,False,False
10158664786514002.jpg,False,False,False,False
10158664928176597.jpg,True,False,False,False
10158665644506597.jpg,False,False,False,False
10158665645174002.jpg,False,False,False,False
10158665863993798.jpg,False,False,False,False
10158666513599002.jpg,False,False,False,False
10158666523969002.jpg,False,False,False,False
10158666840584002.jpg,False,False,False,False
10158667978944002.jpg,False,False,False,Outdoors
10158670285899002.jpg,False,False,False,False
10158670721281597.jpg,False,False,False,False
10158671087434002.jpg,True,False,False,False
10158672047201970.jpg,True,False,False,False
10158672323061597.jpg,False,False,False,False
10158672482274002.jpg,False,False,False,False
10158672879974002.jpg,False,False,False,False
10158673578548798.jpg,False,False,False,False
10158673766587556.jpg,True,False,False,False
10158673991689002.jpg,True,False,False,False
10158674808356970.jpg,False,False,False,False
10158674999289002.jpg,False,False,False,False
10158675333709002.jpg,False,False,False,False
10158675569770915.jpg,False,False,False,False
10158676482379002.jpg,False,False,False,False
10158676807691970.jpg,False,False,False,Outdoors
10158677132911597.jpg,False,False,False,False
10158677566964002.jpg,False,False,False,False
10158677929429002.jpg,False,False,False,False
10158678236669002.jpg,False,False,False,False
10158678566749002.jpg,False,False,False,False
10158679037824002.jpg,True,False,False,False
10158679295354002.jpg,False,False,False,False
10158680066046597.jpg,False,True,False,False
10158680085149002.jpg,False,False,False,Outdoors
10158680473164002.jpg,False,False,False,False
10158680546902556.jpg,False,False,False,False
10158681326613798.jpg,True,False,False,False
10158681636624002.jpg,True,False,False,False
10158682987577556.jpg,False,False,False,False
10158683398749002.jpg,False,False,False,False
10158683826716970.jpg,False,False,False,False
10158684155044002.jpg,True,False,False,False
10158684695486597.jpg,False,False,False,False
10158684924252556.jpg,True,False,False,False
10158684998151597.jpg,False,False,False,False
10158685014169002.jpg,False,False,False,False
10158685132984002.png,True,False,False,False
10158685307554002.jpg,False,False,False,False
10158685508423798.jpg,False,False,False,False
10158685539888798.jpg,False,True,False,Outdoors
10158686357006970.jpg,False,False,Indoors,False
10158687283006597.jpg,True,False,False,False
10158687670138798.jpg,False,False,False,False
10158688296337556.jpg,False,False,False,Outdoors
10158689631819002.jpg,True,False,False,False
10158689951456597.jpg,False,False,Indoors,False
10158690404173798.jpg,False,False,False,False
10158690506997556.jpg,False,False,False,False
10158690596236970.jpg,False,False,False,False
10158691639716597.jpg,False,False,False,False
10158691701964002.jpg,False,False,False,False
10158692465169002.jpg,False,False,False,False
10158692986672556.jpg,False,False,False,False
10158693088061970.jpg,False,False,False,Outdoors
10158693538544002.jpg,True,False,False,False
10158694301444002.jpg,False,False,False,False
10158695199388798.png,False,False,False,False
10158695746638798.jpg,False,False,False,False
10158696943049002.jpg,False,False,False,False
10158697196927556.jpg,False,False,Indoors,False
10158697345568798.jpg,False,False,False,False
10158697385926597.jpg,False,False,False,False
10158698812549002.jpg,True,False,False,False
10158699527691597.jpg,False,False,False,False
10158699691618798.jpg,False,False,False,False
10158699694707556.jpg,True,False,False,False
10158699826659002.jpg,True,False,False,False
10158700570264002.jpg,True,False,False,False
10158700848604002.jpg,True,False,False,False
10158701514093798.jpg,False,False,False,False
